ID,Price,Mileage,Make,Make2,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
1,17314.10313,8221,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
2,17542.03608,9135,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
3,16218.84786,13196,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
4,16336.91314,16342,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,0
5,16339.17032,19832,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,1
6,15709.05282,22236,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
7,15230.00339,22576,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
8,15048.04218,22964,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
9,14862.09387,24021,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,1
10,15295.01827,27325,1,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
11,21335.85248,10237,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,0,0
12,20538.08751,15066,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
13,20512.09409,16633,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
14,19924.15905,19800,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
15,19774.24907,23359,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
16,19344.16554,23765,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
17,19105.13012,24008,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,0,0
18,18543.42705,26034,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
19,17808.199,32896,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
20,17968.83828,34665,1,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
21,22358.87768,8970,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,0
22,23785.92253,10577,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
23,22926.09037,14363,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
24,21895.75878,16508,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,1
25,21273.06171,18908,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
26,21460.01395,19467,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,1
27,21183.12359,21394,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
28,20406.0995,22596,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
29,21058.13958,24469,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
30,19556.89932,25245,1,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
31,23447.68656,15755,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
32,23547.23944,16235,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
33,23016.00801,18147,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
34,22230.0275,22102,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
35,22625.07357,23612,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
36,21799.1721,24439,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
37,21341.25721,25212,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
38,21683.03146,26779,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
39,20986.01602,27096,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
40,20902.10379,29649,1,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
41,20698.07708,2992,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
42,20099.25684,10036,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
43,18145.12649,18339,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
44,17944.85692,19592,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,0
45,19027.86231,21797,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
46,18348.89857,23852,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
47,17750.88457,25040,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
48,17772.96968,25052,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
49,17394.0214,25464,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
50,17645.74504,27830,1,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
51,21908.36662,17353,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,0
52,21956.34266,17787,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
53,21646.11692,19562,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
54,21575.45683,20137,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
55,20952.2178,20158,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
56,21562.04758,23767,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,1
57,19981.12791,24323,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
58,19425.84862,27839,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
59,19191.98962,29187,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
60,19641.7419,31324,1,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
61,25589.98315,2308,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
62,25098.62906,10014,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
63,23420.70695,18910,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
64,22661.04849,20105,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,0
65,23493.0823,20453,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
66,22435.20282,22287,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
67,21878.12,23237,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
68,23077.56591,23798,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
69,21698.01475,25489,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
70,21831.82292,25564,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
71,26831.19404,4695,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
72,26060.33535,9795,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
73,26781.81465,12052,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
74,26302.07428,13050,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
75,26190.27147,17335,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
76,25508.21096,17480,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
77,23348.01695,24027,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
78,23406.68982,25387,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
79,23159.54378,25869,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,0
80,21536.74173,37128,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,1
81,51154.04722,2202,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
82,49248.15897,6685,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
83,46747.67327,15343,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
84,44130.61706,21341,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
85,44084.91421,21367,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
86,43892.46788,23371,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
87,44300.63996,23751,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
88,42677.60112,24052,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
89,43374.05242,25199,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
90,40619.07227,30082,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
91,33417.96501,6598,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
92,30957.08075,10625,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
93,31431.13037,11013,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
94,30781.51563,14937,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
95,30646.4377,17094,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
96,30792.14903,17870,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
97,30392.75016,18449,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
98,28817.08185,21039,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,0,1
99,29275.20871,21056,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
100,28040.12853,27484,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
101,39801.55135,14095,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
102,40335.73731,14743,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
103,39307.00916,16041,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
104,38600.23956,17138,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
105,38445.89717,18661,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
106,36077.79612,21966,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
107,35866.58271,24415,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
108,35338.65369,25163,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
109,36154.30355,25339,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
110,34685.66298,25421,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
111,42820.32902,5499,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
112,41378.04809,8125,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
113,40856.3909,12791,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
114,41419.03726,14452,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
115,37510.25357,21593,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
116,37215.16938,22211,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
117,36332.89469,25153,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
118,36245.15823,26250,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
119,32954.14134,36074,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
120,32537.18675,41829,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
121,35715.76856,6447,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
122,35651.68002,10555,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
123,35129.34077,11975,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
124,35165.75937,13449,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
125,32501.24519,17508,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
126,33220.02845,18661,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
127,32509.47829,20910,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
128,31132.21349,23124,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
129,31181.71516,26222,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
130,31059.18103,27544,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
131,42741.52367,2846,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
132,40966.60741,7476,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
133,38795.37909,13973,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
134,38297.46254,16754,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
135,37192.89637,19100,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
136,36210.123,21778,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
137,36633.63382,22042,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
138,35895.49941,23056,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
139,34974.37804,25796,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
140,32038.33956,35326,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
141,48310.32954,788,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
142,48365.9809,2616,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
143,45061.95194,13829,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
144,44205.87588,15104,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
145,42377.95544,18581,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
146,41671.58314,20575,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
147,41516.42986,23861,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
148,41053.48217,25717,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
149,38208.50102,31303,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
150,39072.39205,31587,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
151,70755.46672,583,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
152,68566.18719,6420,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
153,69133.73172,7892,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
154,66374.30704,12021,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
155,65281.48124,15600,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
156,63913.11725,18200,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
157,60567.54909,23193,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
158,57154.44344,29260,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
159,55639.08765,31805,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,0,1
160,52001.99438,42691,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
161,12146.18803,10011,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
162,12163.82042,12101,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
163,11472.02276,19699,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
164,11017.16871,20100,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,0
165,11096.85727,20334,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,0
166,10386.04022,22225,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
167,11137.04565,22484,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,1
168,11045.10884,24568,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,1
169,10777.05254,27906,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
170,9928.188175,29680,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
171,12649.11089,3629,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
172,12314.59122,4142,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
173,11318.00809,11156,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
174,12409.94909,11981,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,1
175,11555.2674,13404,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
176,11700.11149,15253,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,0,0
177,11215.01865,19945,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,0,0
178,10144.95208,23963,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
179,10491.0752,30948,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
180,9954.054174,37345,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
181,11031.12993,20156,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
182,11343.05401,20186,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
183,11391.21372,21421,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
184,11247.86253,21427,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
185,10921.94537,23119,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
186,11179.95357,23121,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
187,11394.8864,25107,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
188,11070.06064,25476,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
189,11013.87137,25746,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
190,11115.01364,30056,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
191,11918.45607,7278,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
192,12408.80615,10213,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,1
193,11302.90299,14627,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
194,11615.02102,19014,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,1
195,10805.13009,21013,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,1,1
196,11169.91839,22380,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
197,10770.10655,25065,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
198,10872.01393,25869,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
199,10921.94537,27776,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,0,0
